,set_num,name_x,year,num_parts,theme_name,id,parent_theme,is_licensed
3837,75125-1,Resistance X-Wing Fighter,2016,87.0,Star Wars Episode 7,158,Star Wars,True
3838,75126-1,First Order Snowspeeder,2016,,Star Wars Episode 7,158,Star Wars,True
3839,75127-1,The Ghost,2016,,Mini,158,Star Wars,True
3840,75128-1,TIE Advanced Prototype,2016,,Star Wars Rebels,158,Star Wars,True
3841,75129-1,Wookiee Gunship,2016,,Star Wars Rebels,158,Star Wars,True
3842,75130-1,AT-DP,2016,,Star Wars Rebels,158,Star Wars,True
3843,75131-1,Resistance Trooper Battle Pack,2016,,Star Wars Episode 7,158,Star Wars,True
3844,75132-1,First Order Battle Pack,2016,88.0,Star Wars Episode 7,158,Star Wars,True
3845,75133-1,Rebel Alliance Battle Pack,2016,99.0,Star Wars,158,Star Wars,True
3846,75134-1,Galactic Empire™ Battle Pack,2016,109.0,Star Wars,158,Star Wars,True
3847,75135-1,Obi-Wan's Jedi Interceptor,2016,,Star Wars Episode 3,158,Star Wars,True
3848,75136-1,Droid Escape Pod,2016,,Star Wars Episode 4/5/6,158,Star Wars,True
3849,75137-1,Carbon-Freezing Chamber,2016,,Star Wars Episode 4/5/6,158,Star Wars,True
3850,75138-1,Hoth Attack,2016,230.0,Star Wars Episode 4/5/6,158,Star Wars,True
3851,75139-1,Battle on Takodana,2016,403.0,Star Wars Episode 7,158,Star Wars,True
3852,75140-1,Resistance Troop Transporter,2016,,Star Wars Episode 7,158,Star Wars,True
3853,75141-1,Kanan's Speeder Bike,2016,227.0,Star Wars Rebels,158,Star Wars,True
3854,75142-1,Homing Spider Droid,2016,309.0,Star Wars Episode 2,158,Star Wars,True
3855,75144-1,Snowspeeder,2017,1702.0,Star Wars,158,Star Wars,True
3856,75145-1,Eclipse Fighter,2016,,Star Wars Other,158,Star Wars,True
3857,75147-1,StarScavenger,2016,,Star Wars Other,158,Star Wars,True
3858,75148-1,Encounter on Jakku,2016,,Star Wars Episode 7,158,Star Wars,True
3859,75149-1,Resistance X-Wing Fighter,2016,738.0,Star Wars Episode 7,158,Star Wars,True
3860,75150-1,Vader’s TIE Advanced vs. A-Wing Starfighter,2016,701.0,Star Wars Rebels,158,Star Wars,True
3861,75151-1,Clone Turbo Tank,2016,,Star Wars Episode 3,158,Star Wars,True
3862,75152-1,Imperial Assault Hovertank,2016,385.0,Star Wars Rogue One,158,Star Wars,True
3863,75153-1,AT-ST Walker,2016,448.0,Star Wars Rogue One,158,Star Wars,True
3864,75154-1,TIE Striker,2016,,Star Wars Rogue One,158,Star Wars,True
3865,75155-1,Rebel U-Wing Fighter,2016,657.0,Star Wars Rogue One,158,Star Wars,True
3866,75156-1,Krennic’s Imperial Shuttle,2016,861.0,Star Wars Rogue One,158,Star Wars,True
3867,75157-1,Captain Rex’s AT-TE,2016,,Star Wars Rebels,158,Star Wars,True
3868,75158-1,Rebel Combat Frigate,2016,934.0,Star Wars Rebels,158,Star Wars,True
3869,75159-1,Death Star,2016,,Star Wars,158,Star Wars,True
3870,75160,U-wing,2017,107.0,Star Wars,158,Star Wars,True
3871,75160-1,U-wing,2017,109.0,Star Wars Rogue One,158,Star Wars,True
3872,75161-1,Tie Striker Microfighter,2017,,Mini,158,Star Wars,True
3873,75162-1,Y-wing,2017,,Star Wars,158,Star Wars,True
3874,75163-1,Krennics Imperial Shuttle Microfighter,2017,,Mini,158,Star Wars,True
3875,75164-1,Rebel Trooper Battle Pack,2017,119.0,Star Wars Rogue One,158,Star Wars,True
3876,75165-1,Imperial Trooper Battle Pack,2017,112.0,Star Wars Rogue One,158,Star Wars,True
3877,75166-1,First Order Transport Speeder Battle Pack,2017,115.0,Star Wars Episode 8,158,Star Wars,True
3878,75167-1,"Bounty Hunter Speeder Bike"" Battle Pack",2017,125.0,Star Wars,158,Star Wars,True
3879,75168-1,Yoda's Jedi Starfighter,2017,,Star Wars Clone Wars,158,Star Wars,True
3880,75169-1,Duel on Naboo,2017,,Star Wars Episode 1,158,Star Wars,True
3881,75170-1,The Phantom,2017,,Star Wars Rebels,158,Star Wars,True
3882,75171-1,Battle on Scarif,2017,419.0,Star Wars Rogue One,158,Star Wars,True
3883,75172-1,Y-Wing Starfighter,2017,688.0,Star Wars Rogue One,158,Star Wars,True
3884,75173-1,Luke's Landspeeder,2017,148.0,Star Wars Episode 4/5/6,158,Star Wars,True
3885,75174-1,Desert Skiff Escape,2017,,Star Wars,158,Star Wars,True
3886,75175-1,A-Wing Starfighter,2017,356.0,Star Wars,158,Star Wars,True
3887,75176-1,Resistance Transport Pod,2017,,Star Wars Episode 8,158,Star Wars,True
3888,75177-1,First Order Heavy Scout Walker,2017,,Star Wars Episode 8,158,Star Wars,True
3889,75178-1,Jakku Quadjumper,2017,456.0,Star Wars,158,Star Wars,True
3890,75179-1,Kylo Ren's TIE Fighter,2017,,Star Wars Episode 8,158,Star Wars,True
3891,75180-1,"Rathtar"" Escape",2017,,Star Wars Episode 7,158,Star Wars,True
3892,75182-1,Republic Fighter Tank,2017,,Star Wars Episode 3,158,Star Wars,True
3893,75183-1,"Darth Vader"" Transformation",2017,290.0,Planet Series 3,158,Star Wars,True
3894,75185-1,Tracker I,2017,557.0,Freemakers,158,Star Wars,True
3895,75186-1,The Arrowhead,2017,,Freemakers,158,Star Wars,True
3896,75187-1,BB-8,2017,,Star Wars Episode 8,158,Star Wars,True
3897,75188-1,Resistance Bomber,2017,,Star Wars Episode 8,158,Star Wars,True
3898,75189-1,First Order Heavy Assault Walker,2017,,Star Wars Episode 8,158,Star Wars,True
3899,75190-1,First Order Star Destroyer,2017,,Star Wars Episode 8,158,Star Wars,True
3900,75191-1,"Jedi Starfighter"" With Hyperdrive",2017,831.0,Star Wars Episode 2,158,Star Wars,True
3901,75192-1,UCS Millennium Falcon,2017,,Ultimate Collector Series,158,Star Wars,True
3902,75523-1,Scarif Stormtrooper,2017,,Star Wars,158,Star Wars,True
3903,75524-1,Chirrut Îmwe,2017,87.0,Star Wars,158,Star Wars,True
3904,75525-1,Baze Malbus,2017,,Star Wars,158,Star Wars,True
3905,75526-1,Elite TIE Fighter Pilot,2017,,Star Wars Episode 8,158,Star Wars,True
3906,75528-1,Rey,2017,83.0,Star Wars Episode 8,158,Star Wars,True
3907,75529-1,Elite Praetorian Guard,2017,,Star Wars Episode 8,158,Star Wars,True
3908,75530-1,Chewbacca,2017,178.0,Star Wars Episode 8,158,Star Wars,True
3909,75531-1,"Stormtrooper"" Commander",2017,100.0,Star Wars,158,Star Wars,True
3910,75532-1,"Scout Trooper"" & Speeder Bike",2017,451.0,Star Wars Episode 4/5/6,158,Star Wars,True
3911,7654-1,Droids Battle Pack,2007,,Star Wars Episode 3,158,Star Wars,True
3912,7655-1,Clone Troopers Battle Pack,2007,,Star Wars Episode 3,158,Star Wars,True
3913,7656-1,General Grievous Starfighter,2007,232.0,Star Wars Episode 3,158,Star Wars,True
3914,7657-1,AT-ST,2007,243.0,Star Wars Episode 4/5/6,158,Star Wars,True
3915,7658-1,Y-wing Fighter,2007,454.0,Star Wars Episode 4/5/6,158,Star Wars,True
3916,7659-1,Imperial Landing Craft,2007,471.0,Star Wars Episode 4/5/6,158,Star Wars,True
3917,7660-1,Naboo N-1 Starfighter and Vulture Droid,2007,279.0,Star Wars Episode 1,158,Star Wars,True
3918,7661-1,Jedi Starfighter with Hyperdrive Booster Ring,2007,,Star Wars Episode 3,158,Star Wars,True
3919,7662-1,Trade Federation MTT,2007,1326.0,Star Wars Episode 1,158,Star Wars,True
3920,7663-1,Sith Infiltrator,2007,,Star Wars Episode 1,158,Star Wars,True
3921,7664-1,TIE Crawler,2007,546.0,Star Wars Other,158,Star Wars,True
3922,7665-1,Republic Cruiser (Limited Edition - with R2-R7),2007,920.0,Star Wars Episode 1,158,Star Wars,True
3923,7666-1,Hoth Rebel Base [Limited Edition - with K-3PO],2007,557.0,Star Wars Episode 4/5/6,158,Star Wars,True
3924,7667-1,Imperial Dropship,2008,80.0,Star Wars Other,158,Star Wars,True
3925,7668-1,Rebel Scout Speeder,2008,81.0,Star Wars Other,158,Star Wars,True
3926,7669-1,Anakin's Jedi Starfighter,2008,,Star Wars Clone Wars,158,Star Wars,True
3927,7669-2,Anakin's Jedi Starfighter Clone Wars White Box,2008,144.0,Star Wars Clone Wars,158,Star Wars,True
3928,7670-1,Hailfire Droid & Spider Droid,2008,,Star Wars Episode 2,158,Star Wars,True
3929,7670-2,Hailfire Droid & Spider Droid Clone Wars White Box,2008,249.0,Star Wars Clone Wars,158,Star Wars,True
3930,7671-1,AT-AP Walker,2008,392.0,Star Wars Episode 3,158,Star Wars,True
3931,7672-1,Rogue Shadow,2008,481.0,Star Wars Other,158,Star Wars,True
3932,7673-1,Magna Guard Starfighter,2008,430.0,Star Wars Clone Wars,158,Star Wars,True
3933,7674-1,V-19 Torrent,2008,470.0,Star Wars Clone Wars,158,Star Wars,True
3934,7675-1,AT-TE Walker,2008,809.0,Star Wars Clone Wars,158,Star Wars,True
3935,7676-1,Republic Attack Gunship,2008,1033.0,Star Wars Clone Wars,158,Star Wars,True
3936,7678-1,Droid Gunship,2008,,Star Wars Episode 3,158,Star Wars,True
3937,7679-1,Republic Fighter Tank,2008,595.0,Star Wars Clone Wars,158,Star Wars,True
3938,7680-1,The Twilight - Limited Edition,2008,887.0,Star Wars Clone Wars,158,Star Wars,True
3939,7681-1,Separatist Spider Droid,2008,,Star Wars Clone Wars,158,Star Wars,True
3940,7748-1,Corporate Alliance Tank Droid,2009,216.0,Star Wars Clone Wars,158,Star Wars,True
3941,7749-1,Echo Base,2009,,Star Wars Episode 4/5/6,158,Star Wars,True
3942,7751-1,Ahsoka's Starfighter and Vulture Droid,2009,290.0,Star Wars Clone Wars,158,Star Wars,True
3943,7752-1,Count Dooku's Solar Sailer,2009,,Star Wars Clone Wars,158,Star Wars,True
3944,7753-1,Pirate Tank,2009,,Star Wars Clone Wars,158,Star Wars,True
3945,7754-1,Home One Mon Calamari Star Cruiser - Limited Edition,2009,,Star Wars Episode 4/5/6,158,Star Wars,True
3946,7778-1,Midi-Scale Millennium Falcon,2009,355.0,Star Wars Episode 4/5/6,158,Star Wars,True
3947,7868-1,Mace Windu's Jedi Starfighter,2011,,Star Wars Clone Wars,158,Star Wars,True
3948,7869-1,Battle for Geonosis,2011,335.0,Star Wars Clone Wars,158,Star Wars,True
3949,7877-1,Naboo Starfighter,2011,317.0,Star Wars Episode 1,158,Star Wars,True
3950,7879-1,Hoth Echo Base,2011,,Star Wars Episode 4/5/6,158,Star Wars,True
3951,7913-1,Clone Trooper Battle Pack,2011,,Star Wars Clone Wars,158,Star Wars,True
3952,7914-1,Mandalorian Battle Pack,2011,,Star Wars Clone Wars,158,Star Wars,True
3953,7915-1,Imperial V-wing Starfighter,2011,138.0,Star Wars Episode 3,158,Star Wars,True
3954,7929-1,The Battle of Naboo,2011,,Star Wars Episode 1,158,Star Wars,True
3955,7930-1,Bounty Hunter Gunship,2011,389.0,Star Wars Clone Wars,158,Star Wars,True
3956,7931-1,T6 Jedi Shuttle,2011,,Star Wars Clone Wars,158,Star Wars,True
3957,7956-1,Ewok Attack,2011,,Star Wars Episode 4/5/6,158,Star Wars,True
3958,7957-1,Sith Nightspeeder,2011,213.0,Star Wars Clone Wars,158,Star Wars,True
3959,7959-1,Geonosian Starfighter,2011,,Star Wars Clone Wars,158,Star Wars,True
3960,7961-1,Darth Maul's Sith Infiltrator,2011,,Star Wars Episode 1,158,Star Wars,True
3961,7962-1,Anakin's and Sebulba's Podracers,2011,810.0,Star Wars Episode 1,158,Star Wars,True
3962,7964-1,Republic Frigate,2011,1030.0,Star Wars Clone Wars,158,Star Wars,True
3963,7965-1,Millennium Falcon,2011,,Star Wars Episode 4/5/6,158,Star Wars,True
3964,8000-1,Pit Droid™ / Star Wars Pit Droid,2000,,Star Wars,158,Star Wars,True
3965,8001-1,Battle Droid™ / Star Wars Battle Droid,2000,336.0,Star Wars,158,Star Wars,True
3966,8002-1,Destroyer Droid™ / Star Wars Destroyer Droid,2000,,Star Wars,158,Star Wars,True
3967,8007-1,C-3PO™,2001,340.0,Star Wars,158,Star Wars,True
3968,8008-1,Stormtrooper™,2001,,Star Wars,158,Star Wars,True
3969,8009-1,R2-D2™,2002,,Star Wars,158,Star Wars,True
3970,8010-1,Darth Vader™,2002,,Star Wars,158,Star Wars,True
3971,8011-1,Jango Fett™,2002,,Star Wars,158,Star Wars,True
3972,8012-1,Super Battle Droid™,2002,379.0,Star Wars,158,Star Wars,True
3973,8014-1,Clone Walker Battle Pack,2009,79.0,Star Wars Clone Wars,158,Star Wars,True
3974,8015-1,Assassin Droids Battle Pack,2009,,Star Wars Clone Wars,158,Star Wars,True
3975,8016-1,Hyena Droid Bomber,2009,231.0,Star Wars Clone Wars,158,Star Wars,True
3976,8017-1,Darth Vader's TIE Fighter,2009,250.0,Star Wars Episode 4/5/6,158,Star Wars,True
3977,8018-1,Armored Assault Tank (AAT),2009,,Star Wars Clone Wars,158,Star Wars,True
3978,8019-1,Republic Attack Shuttle,2009,636.0,Star Wars Clone Wars,158,Star Wars,True
3979,8028-1,TIE Fighter - Mini,2008,,Star Wars Episode 4/5/6,158,Star Wars,True
3980,8029-1,Mini Snowspeeder,2008,66.0,Mini,158,Star Wars,True
3981,8031-1,V-19 Torrent - Mini,2008,,Star Wars Clone Wars,158,Star Wars,True
3982,8033-1,General Grievous Starfighter - Mini,2009,44.0,Star Wars Episode 3,158,Star Wars,True
3983,8036-1,Separatist Shuttle,2009,,Star Wars Clone Wars,158,Star Wars,True
3984,8037-1,Anakin's Y-wing Starfighter,2009,569.0,Star Wars Clone Wars,158,Star Wars,True
3985,8038-1,The Battle of Endor,2009,,Star Wars Episode 4/5/6,158,Star Wars,True
3986,8039-1,Venator-Class Republic Attack Cruiser,2009,1169.0,Star Wars Clone Wars,158,Star Wars,True
3987,8083-1,Rebel Trooper Battle Pack,2010,79.0,Star Wars Episode 4/5/6,158,Star Wars,True
3988,8084-1,Snowtrooper Battle Pack,2010,74.0,Star Wars Episode 4/5/6,158,Star Wars,True
3989,8085-1,Freeco Speeder,2010,,Star Wars Clone Wars,158,Star Wars,True
3990,8086-1,Droid Tri-Fighter,2010,,Star Wars Clone Wars,158,Star Wars,True
3991,8087-1,TIE Defender,2010,304.0,Star Wars Other,158,Star Wars,True
3992,8088-1,ARC-170 Starfighter,2010,395.0,Star Wars Clone Wars,158,Star Wars,True
3993,8089-1,Hoth Wampa Cave,2010,296.0,Star Wars Episode 4/5/6,158,Star Wars,True
3994,8091-1,Republic Swamp Speeder - Limited Edition,2010,175.0,Star Wars Clone Wars,158,Star Wars,True
3995,8092-1,Luke's Landspeeder,2010,163.0,Star Wars Episode 4/5/6,158,Star Wars,True
3996,8093-1,Plo Koon’s Jedi Starfighter,2010,174.0,Star Wars Episode 3,158,Star Wars,True
3997,8095-1,General Grievous’ Starfighter,2010,453.0,Star Wars Clone Wars,158,Star Wars,True
3998,8096-1,Emperor Palpatine’s Shuttle,2010,,Star Wars Episode 3,158,Star Wars,True
3999,8097-1,Slave I (Third Edition) [Initial Release],2010,562.0,Star Wars Episode 4/5/6,158,Star Wars,True
4000,8098-1,Clone Turbo Tank,2010,1142.0,Star Wars Clone Wars,158,Star Wars,True
4001,8099-1,Midi-Scale Imperial Star Destroyer,2010,423.0,Star Wars Episode 4/5/6,158,Star Wars,True
4002,8128-1,Cad Bane's Speeder,2010,317.0,Star Wars Clone Wars,158,Star Wars,True
4003,8129-1,AT-AT Walker,2010,811.0,Star Wars Episode 4/5/6,158,Star Wars,True
4004,911609-1,Naboo Starfighter,2016,34.0,Star Wars Episode 1,158,Star Wars,True
4005,911611-1,AAT,2016,37.0,Star Wars,158,Star Wars,True
4006,911613-1,TIE Bomber,2016,,Star Wars Episode 1,158,Star Wars,True
4007,911614-1,Yoda's Hut,2016,,Star Wars,158,Star Wars,True
4008,911615-1,AT-AT,2016,,Star Wars,158,Star Wars,True
4009,911618-1,Flash Speeder,2017,43.0,Star Wars,158,Star Wars,True
4010,9488-1,Elite Clone Trooper & Commando Droid Battle Pack,2012,,Star Wars Clone Wars,158,Star Wars,True
4011,9489-1,Endor Rebel Trooper & Imperial Trooper Battle Pack,2012,,Star Wars Episode 4/5/6,158,Star Wars,True
4012,9490-1,Droid Escape,2012,136.0,Star Wars Episode 4/5/6,158,Star Wars,True
4013,9491-1,Geonosian Cannon,2012,133.0,Star Wars Clone Wars,158,Star Wars,True
4014,9492-1,TIE Fighter,2012,413.0,Star Wars Episode 4/5/6,158,Star Wars,True
4015,9493-1,X-wing Starfighter,2012,559.0,Star Wars Episode 4/5/6,158,Star Wars,True
4016,9494-1,Anakin's Jedi Interceptor,2012,,Star Wars Episode 3,158,Star Wars,True
4017,9495-1,Gold Leader's Y-wing Starfighter,2012,,Star Wars Episode 4/5/6,158,Star Wars,True
4018,9496-1,Desert Skiff,2012,220.0,Star Wars Episode 4/5/6,158,Star Wars,True
4019,9497-1,Republic Striker Starfighter,2012,378.0,Star Wars,158,Star Wars,True
4020,9498-1,Saesee Tiin's Jedi Starfighter,2012,,Star Wars Clone Wars,158,Star Wars,True
4021,9499-1,Gungan Sub,2012,464.0,Star Wars Episode 1,158,Star Wars,True
4022,9500-1,Sith Fury-class Interceptor,2012,,Star Wars Other,158,Star Wars,True
4023,9515-1,Malevolence,2012,1098.0,Star Wars Clone Wars,158,Star Wars,True
4024,9516-1,Jabba’s Palace,2012,,Star Wars Episode 4/5/6,158,Star Wars,True
4025,9525-1,Pre Vizsla's Mandalorian Fighter,2012,,Star Wars Clone Wars,158,Star Wars,True
4026,9526-1,Palpatine’s Arrest,2012,646.0,Star Wars Episode 3,158,Star Wars,True
4027,9674-1,Naboo Starfighter & Naboo,2012,,Star Wars Episode 1,158,Star Wars,True
4028,9675-1,Sebulba's Podracer & Tatooine,2012,80.0,Star Wars Episode 1,158,Star Wars,True
4029,9676-1,TIE Interceptor & Death Star,2012,65.0,Star Wars Episode 4/5/6,158,Star Wars,True
4030,9677-1,X-wing Starfighter & Yavin 4,2012,77.0,Planet Series 2,158,Star Wars,True
4031,9678-1,Twin-pod Cloud Car & Bespin,2012,78.0,Planet Series 2,158,Star Wars,True
4032,9679-1,AT-ST & Endor,2012,,Planet Series 2,158,Star Wars,True
4033,celeb2015-1,Tatooine Mini-build - Star Wars Celebration Exclusive,2015,,Star Wars,158,Star Wars,True
4034,CELEB2017-1,Detention Block Rescue (Star Wars Celebration 2017 Exclusive Set),2017,220.0,Star Wars Episode 4/5/6,158,Star Wars,True
4035,CELEBV-1,Fan Celebration V - CubeDude - The Bounty Hunter Edition,2010,497.0,Star Wars Other,158,Star Wars,True
4036,celebvi-1,Boba Fett’s Slave I - Mini - Star Wars Celebration VI Exclusive,2012,,Star Wars Episode 4/5/6,158,Star Wars,True
4037,comcon001-1,Clone Wars Pack - San Diego Comic-Con 2008 Exclusive,2008,,Star Wars Clone Wars,158,Star Wars,True
4038,comcon004-1,Collectible Display Set 1 - San Diego Comic-Con 2009 Exclusive,2009,5.0,Star Wars Clone Wars,158,Star Wars,True
4039,comcon005-1,Collectible Display Set 2 - San Diego Comic-Con 2009 Exclusive,2009,,Star Wars Episode 4/5/6,158,Star Wars,True
4040,comcon006-1,Collectible Display Set 4 - San Diego Comic-Con 2009 Exclusive,2009,,Star Wars Clone Wars,158,Star Wars,True
4041,comcon007-1,Collectible Display Set 5 - San Diego Comic-Con 2009 Exclusive,2009,17.0,Star Wars Episode 4/5/6,158,Star Wars,True
4042,comcon008-1,Collectible Display Set 3 - San Diego Comic-Con 2009 Exclusive,2009,16.0,Star Wars Episode 4/5/6,158,Star Wars,True
4043,comcon009-1,Collectible Display Set 6 - San Diego Comic-Con 2009 Exclusive,2009,,Star Wars Clone Wars,158,Star Wars,True
4044,comcon010-1,Mini Republic Dropship Mini AT-TE Brickmaster Pack - San Diego Comic-Con 2009 Exclusive,2009,,Star Wars Episode 2,158,Star Wars,True
4045,comcon011-1,LEGO Star Wars Holo-Brick Archives San Diego Comic-Con 2009 Exclusive,2009,3.0,Star Wars Other,158,Star Wars,True
4046,comcon015-1,Star Wars Advent Calendar - San Diego Comic-Con 2011 Exclusive,2011,1.0,Star Wars,158,Star Wars,True
4047,comcon019-1,Darth Maul’s Sith Infiltrator - Mini - San Diego Comic-Con 2012 Exclusive,2012,91.0,Star Wars,158,Star Wars,True
4048,comcon024-1,Luke Skywalker's Landspeeder - Mini - New York Comic-Con 2012 Exclusive,2012,110.0,Star Wars Episode 4/5/6,158,Star Wars,True
4049,comcon032-1,JEK-14 Mini Stealth Starfighter - San Diego Comic-Con 2013 Exclusive,2013,123.0,Star Wars,158,Star Wars,True
4050,comcon039-1,The Ghost Starship,2014,,Star Wars Rebels,158,Star Wars,True
4051,K10131-1,Battle of Yavin Collection,2004,,Star Wars Episode 4/5/6,158,Star Wars,True
4052,K4479-1,TIE Bomber & TIE Fighter Kit,2003,,Star Wars Episode 4/5/6,158,Star Wars,True
4053,K4480-1,Jabba's Palace Kit,2003,,Star Wars Episode 4/5/6,158,Star Wars,True
4054,K4482-1,Episode II Final Scene Kit,2003,,Star Wars Episode 2,158,Star Wars,True
4055,K4487-1,Star Wars Miniatures Kit I,2003,4.0,Mini,158,Star Wars,True
4056,K4488-1,Star Wars Miniatures Kit II,2003,4.0,Mini,158,Star Wars,True
4057,K4492-1,Star Wars Miniatures Kit III,2004,,Mini,158,Star Wars,True
4058,K7153-1,Episode II Ultimate Action Kit,2002,,Star Wars Episode 2,158,Star Wars,True
4059,K7204-1,Jedi Adventure Kit,2002,4.0,Star Wars Other,158,Star Wars,True
4060,K720x-1,Story Teller Pack,2002,4.0,Star Wars Other,158,Star Wars,True
4061,K7283-1,V-wing Space Battle Collection,2005,,Star Wars Episode 3,158,Star Wars,True
4062,MAY2013-1,Holocron Droid,2013,,Star Wars,158,Star Wars,True
4063,SDCC2015-2,Dagobah Mini-Build,2015,,Star Wars,158,Star Wars,True
4064,sw117promo-1,Darth Vader Polybag - 56. International Toy Fair Nuernberg (N├╝rnberg),2005,2.0,Star Wars Episode 3,158,Star Wars,True
4065,sw218promo-1,Darth Vader 10 Year Anniversary Promotional Fig polybag,2009,2.0,Star Wars Episode 4/5/6,158,Star Wars,True
4066,SW911506-1,Snowspeeder,2015,19.0,Star Wars Episode 4/5/6,158,Star Wars,True
4067,SW911508-1,Mini Slave 1,2015,20.0,Mini,158,Star Wars,True
4068,SW911509-1,Imperial Shooter,2015,,Star Wars Rebels,158,Star Wars,True
4069,SW911510-1,Star Destroyer and TIE Fighter foil pack,2015,21.0,Mini,158,Star Wars,True
4070,SW911511-1,Jedi Weapon Stand,2015,16.0,Star Wars,158,Star Wars,True
4071,SW911607-1,Millennium Falcon ,2016,42.0,Star Wars,158,Star Wars,True
4072,SW911608-1,Landspeeder,2016,37.0,Star Wars Episode 4/5/6,158,Star Wars,True
4073,SW911610-1,Probe Droid,2016,20.0,Star Wars,158,Star Wars,True
4074,SW911612-1,Acklay,2016,,Star Wars Episode 2,158,Star Wars,True
4075,SW911616-1,MTT Foil Pack,2016,,Star Wars,158,Star Wars,True
4076,SW911617-1,Palpatine's Shuttle,2016,,Star Wars,158,Star Wars,True
4077,SW911719-1,Kanan Jarrus foilpack,2017,,Star Wars Rebels,158,Star Wars,True
4078,SW911720-1,The Ghost,2017,,Star Wars Rebels,158,Star Wars,True
4079,SW911722-1,TIE Advanced foil pack,2017,26.0,Star Wars,158,Star Wars,True
4080,SW911723-1,Vulture Droid foil pack,2017,,Star Wars Episode 3,158,Star Wars,True
4081,SW911724-1,A-Wing,2017,47.0,Star Wars Rebels,158,Star Wars,True
4082,SW911725-1,Sandcrawler,2017,,Star Wars,158,Star Wars,True
4083,SW911726-1,Imperial Snowtrooper,2017,,Star Wars Episode 4/5/6,158,Star Wars,True
4084,SW911727-1,Rey's Speeder,2017,35.0,Star Wars Episode 7,158,Star Wars,True
4085,SWCOMIC1-1,X-Wing,2015,23.0,Mini,158,Star Wars,True
4086,swminifigs-1,Star Wars Minifig Packs 4-Pack,2000,4.0,Star Wars Other,158,Star Wars,True
4087,SWMP-1,Star Wars / M&M Mosaic - Promo Set,2005,,Star Wars Episode 4/5/6,158,Star Wars,True
4088,tf05-1,Lego Toy Fair 2005 Star Wars V.I.P. Gala Set,2005,38.0,Star Wars Episode 3,158,Star Wars,True
4089,TRUFALCON-1,Millennium Falcon,2016,44.0,Star Wars,158,Star Wars,True
4090,TRUGHOST-1,Rebel Micro Ghost,2014,42.0,Star Wars Other,158,Star Wars,True
4091,TRUTIE-1,TIE Fighter,2014,,Star Wars Other,158,Star Wars,True
4092,TRUXWING-1,X-Wing,2014,23.0,Star Wars Other,158,Star Wars,True
4093,TRUXWING-2,Poe's X-Wing Fighter,2015,27.0,Star Wars,158,Star Wars,True
4094,TRUXWINGTIE-1,"TRU X-Wing Fighter & TIE Fighter (May 3, 2014)",2014,2.0,Star Wars Other,158,Star Wars,True
4095,VP-10,Star Wars Value Pack with Free LEGO Backpack (K-Mart Australia Exclusive),2003,,Star Wars Other,158,Star Wars,True
4096,VP-11,Star Wars Co-Pack of 7101 7111 and 7131,2000,,Star Wars Episode 1,158,Star Wars,True
4097,VP-12,Star Wars Co-Pack of 7121 and 7151,2000,2.0,Star Wars Episode 1,158,Star Wars,True
4098,VP-2,Star Wars Co-Pack of 7110 and 7144,2001,2.0,Star Wars Episode 4/5/6,158,Star Wars,True
4099,VP-3,Star Wars Co-Pack of 7131 and 7151,2000,2.0,Star Wars Episode 1,158,Star Wars,True
4100,VP-4,Star Wars Co-Pack of 7101 7111 and 7171,2000,3.0,Star Wars Episode 1,158,Star Wars,True
4101,VP-8,Star Wars Co-Pack of 7130 and 7150,2000,,Star Wars Episode 4/5/6,158,Star Wars,True
4102,10021-1,U.S.S. Constellation,2003,,Hobby Sets,404,Hobby Sets,False
4103,308-1,Bracelet Sympathy,1979,38.0,Hobby Sets,404,Hobby Sets,False
4104,309-1,Bracelet Spring,1979,38.0,Hobby Sets,404,Hobby Sets,False
4105,390-2,1913 Cadillac,1975,,Hobby Sets,404,Hobby Sets,False
4106,391-1,1926 Renault,1975,236.0,Hobby Sets,404,Hobby Sets,False
4107,392-1,Formula 1,1975,196.0,Hobby Sets,404,Hobby Sets,False
4108,393-1,Norton Motorcycle,1976,,Hobby Sets,404,Hobby Sets,False
4109,394-1,Harley-Davidson 1000cc,1976,142.0,Hobby Sets,404,Hobby Sets,False
4110,395-1,1909 Rolls-Royce,1976,283.0,Hobby Sets,404,Hobby Sets,False
4111,396-1,Thatcher Perkins Locomotive,1976,433.0,Hobby Sets,404,Hobby Sets,False
4112,398-1,U.S.S. Constellation,1978,973.0,Hobby Sets,404,Hobby Sets,False
4113,4306-1,Rings,1980,15.0,Hobby Sets,404,Hobby Sets,False
4114,10023-1,Master Builder Set,2002,,Bionicle,324,Bionicle,False
4115,10201-1,Takutanuva,2003,,Titans,324,Bionicle,False
4116,10202-1,Ultimate Dume (Limited Edition with Exclusive Mask Of Power),2004,6.0,Titans,324,Bionicle,False
4117,10202-2,Ultimate Dume,2004,,Titans,324,Bionicle,False
4118,10203-1,Voporak,2005,,Titans,324,Bionicle,False
4119,10204-1,Vezon & Kardas,2006,3.0,Titans,324,Bionicle,False
4120,1388-1,Huki [McDonald's Promo Set #1],2001,8.0,Tohunga,324,Bionicle,False
4121,1389-1,Onepu [McDonald's Promo Set #2],2001,8.0,Tohunga,324,Bionicle,False
4122,1390-1,Maku [McDonald's Promo Set #3],2001,,Tohunga,324,Bionicle,False
4123,1391-1,Jala [McDonald's Promo Set #4],2001,8.0,Tohunga,324,Bionicle,False
